eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-84870667737,10.1016/j.enpol.2012.09.063,S0301421512008452,,Field installation versus local integration of photovoltaic systems and their effect on energy evaluation metrics,ar,Article,Halasah S.,60027161;113135055,Ben-Gurion University of the Negev;i.GREENs,Beer Sheva;Amman,Israel;Jordan,3,"Halasah, Suleiman A.;Pearlmutter, David;Feuermann, Daniel",55389503100;6701852464;7004234854,113135055;60027161;60027161,2013-01-01,January 2013,Energy Policy,03014215,29403,,Journal,52,,,462-471,"In this study we employ Life-Cycle Assessment to evaluate the energy-related impacts of photovoltaic systems at different scales of integration, in an arid region with especially high solar irradiation. Based on the electrical output and embodied energy of a selection of fixed and tracking systems and including concentrator photovoltaic (CPV) and varying cell technology, we calculate a number of energy evaluation metrics, including the energy payback time (EPBT), energy return factor (ERF), and life-cycle CO2 emissions offset per unit aperture and land area. Studying these metrics in the context of a regionally limited setting, it was found that utilizing existing infrastructure such as existing building roofs and shade structures does significantly reduce the embodied energy requirements (by 20-40%) and in turn the EPBT of flat-plate PV systems due to the avoidance of energy-intensive balance of systems (BOS) components like foundations. Still, high-efficiency CPV field installations were found to yield the shortest EPBT, the highest ERF and the largest life-cycle CO2 offsets-under the condition that land availability is not a limitation. A greater life-cycle energy return and carbon offset per unit land area is yielded by locally-integrated non-concentrating systems, despite their lower efficiency per unit module area. © 2012 Elsevier Ltd.",Building-integrated photovoltaics | Life-cycle energy assessment | Solar energy,19,0,,,,undefined,
2-s2.0-84870436378,10.1016/j.buildenv.2012.09.012,S0360132312002545,,A methodology for estimating the life-cycle carbon efficiency of a residential building,ar,Article,Li D.,60019076;60008928;60005244,Sanjiang University;Hong Kong Polytechnic University;Southeast University,Nanjing;Kowloon;Nanjing,China;Hong Kong;China,5,"Li, D. Z.;Chen, H. X.;Hui, Eddie C.M.;Zhang, J. B.;Li, Q. M.",35119108200;49360898500;7005081892;36085576800;7405857869,60005244;60019076;60008928;60005244;60005244,2013-01-01,January 2013,Building and Environment,03601323,26874,,Journal,59,,,448-455,"Residential buildings account for a large share of global carbon emission, while they play important roles in economic growth and social development at the same time. Therefore, the appropriate evolution routes of residential buildings need balancing their carbon emission and value creation, which is realized in this paper by creating a new concept of life-cycle carbon efficiency and its relative methodology. First, the life-cycle carbon efficiency of a residential building is defined as the ratio of its life-cycle value to carbon emission, and the life-cycle of a residential building is divided into five stages, including construction materials preparation, building construction, building operation, building demolition, and construction & demolition wastes disposal. Second, the life-cycle carbon emission of a residential building is estimated through calculating the carbon emission at each stage based on its consumed energy and resources. Third, the product of the service life span of a residential building (in year), its building area (m2) and its storey height (m) is recommended to represent its life-cycle value, since this product is a physical measure and more useful to develop action plans to improve its performance. In the end, the proposed methodology is exemplified in estimating the life-cycle carbon efficiency of a five-storey brick-concrete residential building in Nanjing city (China) at its design phase. Possible measures to enhance the estimated carbon efficiency are further put forward, such as prolonging the service life span, enhancing 3R (reduce, reuse and recycle) principles of cement and rolled steel, saving electricity and natural gas at the stage of building operation. © 2012 Elsevier Ltd.",Carbon dioxide | Carbon efficiency | Carbon emission | Life-cycle assessment | Residential building | Residential property value,90,0,,,MOE,09YGA790035,Ministry of Education of the People's Republic of China
2-s2.0-84867509466,10.1016/j.eiar.2012.06.009,S0195925512000583,,Global warming implications of facade parameters: A life cycle assessment of residential buildings in Bahrain,ar,Article,Radhi H.,60020661;112977271,University of Liverpool;Global Engineering Bureau,Liverpool;Manama,United Kingdom;Bahrain,2,"Radhi, Hassan;Sharples, Stephen",23994445000;7004587682,112977271;60020661,2013-01-01,January 2013,Environmental Impact Assessment Review,01959255,21004,,Journal,38,,,99-108,"On a global scale, the Gulf Corporation Council Countries (GCCC), including Bahrain, are amongst the top countries in terms of carbon dioxide emissions per capita. Building authority in Bahrain has set a target of 40% reduction of electricity consumption and associated CO 2 emissions to be achieved by using facade parameters. This work evaluates how the life cycle CO 2 emissions of buildings are affected by facade parameters. The main focus is placed on direct and indirect CO 2 emissions from three contributors, namely, chemical reactions during production processes (Pco 2), embodied energy (Eco 2) and operational energy (OPco 2). By means of the life cycle assessment (LCA) methodology, it has been possible to show that the greatest environmental impact occurs during the operational phase (80-90%). However, embodied CO 2 emissions are an important factor that needs to be brought into the systems used for appraisal of projects, and hence into the design decisions made in developing projects. The assessment shows that masonry blocks are responsible for 70-90% of the total CO 2 emissions of facade construction, mainly due to their physical characteristics. The highest Pco 2 emissions factors are those of window elements, particularly aluminium frames. However, their contribution of CO 2 emissions depends largely on the number and size of windows. Each square metre of glazing is able to increase the total CO 2 emissions by almost 30% when compared with the same areas of opaque walls. The use of autoclaved aerated concrete (AAC) walls reduces the total life cycle CO 2 emissions by almost 5.2% when compared with ordinary walls, while the use of thermal insulation with concrete wall reduces CO 2 emissions by 1.2%. The outcome of this work offers to the building industry a reliable indicator of the environmental impact of residential facade parameters. © 2012 Elsevier Inc.",CO   emissions 2 | Facade parameters | Life cycle assessment,43,0,,,,undefined,
2-s2.0-84886794624,,,,Simplified life cycle assessment: Applied to structural insulated panels homes,cp,Conference Paper,Ramírez J.,60012035,Universidad de la Frontera,Temuco,Chile,3,"Ramírez, Juan Pablo Cárdenas;Alvear, Edmundo Muñoz;Hidalgo, Francisco",55910127400;14065009600;55910189100,60012035;60012035;60012035,2012-12-01,2012,"Proceedings - 28th International PLEA Conference on Sustainable Architecture + Urban Design: Opportunities, Limits and Needs - Towards an Environmentally Responsible Architecture, PLEA 2012",,21100265051,,Conference Proceeding,,,,,"As environmental issues continue to become increasingly significant, buildings become more energy efficient and the energy needs for their operation decreases. Thus, the energy required for construction and the material production, is getting of greater importance. This research shows a simplified life cycle analysis study of operational and embodied energy of four new houses located in Temuco - Chile, structured with SIP (Structural insulated panel), in order to quantify the energy at each stage of this construction system. To obtain embodied energy were used two databases in order to quantify the energy of each material, Inventory of Carbon & Energy (ICE), 2008, University of Bath, Inglaterra and New Zealand Building materials embodied energy coefficients database. Volume II - Coefficients, 1998, Victoria University of Wellington, and the energy contained in the panel assembly process, transport and construction of the houses was determined by a data collection company specializing in the construction of houses built in SIP. For the operational energy, computational models were carried out with Design Builder software, with information of the house from thermography and infiltration essays, and this energy was projected at 50 years lifespan. The analysis of the data obtained show that the energy contained by construction processes represents about 1.7% of embodied energy, while the total energy embodied represents 11% of the total life cycle energy of houses, the remaining 89% represents the energy of occupation. On the other hand, we observe that SIP houses generate figures close to 60% savings in energy demand, compared to a common masonry houses with no method of thermal insulation, which were commonly built in this city.",Construction materials | Embodied energy | Environmental assessment | Operational building energy,0,0,,,,undefined,
2-s2.0-84870711032,,,,Whole life carbon - A building case study,ar,Article,Darby H.,60012197,University of Reading,Reading,United Kingdom,3,"Darby, H. J.;Kelly, F.;Elmualim, A. A.",55513169400;56352874000;12787958400,60012197;60012197;60012197,2012-12-01,December 2012,Structural Engineer,14665123,17444,,Trade Journal,90,12,,38-44,"There is potential to reduce both operational and embodied greenhouse gas emission from buildings. To date the focus has been on reducing the operational element, although given the urgency of carbon reductions, it may be more beneficial to consider upfront embodied carbon reductions. This paper describes a case study on the whole life carbon cycle of a warehouse building in Swindon, UK. It examines the relationship between embodied carbon (Ec) and operational carbon (Oc), the proportions of Ec from the structural and non-structural elements, carbon benchmarking of the structure, the value of 'cradle to site' or 'cradle to grave' assessments and the significance of the timing of emissions during the life of the building. The case study indicates that Ec was dominant for the building and that the structure was responsible for more than half of the Ec. Weighting of future emissions appears to be an important factor to consider. The PAS 2050 reduction factors had only a modest ef ect but weighting to allow for future decarbonisation of the national grid energy supply had a large ef ect. This suggests that future operational carbon emissions are being overestimated compared to embodied.",,0,0,,,,undefined,
2-s2.0-84868570526,10.1016/j.resconrec.2012.09.001,S0921344912001620,,Life cycle greenhouse gas emissions of hemp-lime wall constructions in the UK,ar,Article,Ip K.,60007919,University of Brighton,Brighton,United Kingdom,2,"Ip, Kenneth;Miller, Andrew",7006315597;57217414264,60007919;60007919,2012-12-01,December 2012,"Resources, Conservation and Recycling",09213449,26424,18790658,Journal,69,,,1-9,"Over half of the global raw materials are consumed in the construction of buildings and roads, their associated greenhouse gas emissions from excavation to final disposal are pivotal to the change in global climate. Hemp is a natural resource that has recently been used as a low environmental impact material in a number of composite products. In buildings, it is increasingly used with a lime base binder in wall constructions. There are limited data available to evaluate the environmental impact of this type of construction in the UK. This research aims to identify the processes and materials involved in the construction of hemp-lime walls and to establish their life cycle impact on climate change. The study follows assessment procedures and guidelines of international (ISO14040) and UK (PAS2050) standards. The functional unit defined for the hemp-lime wall construction is 1 m square in area, 300 mm thick with timber frame support inside. Primary data were collected for processes and materials that have no existing information. Other processes with impact data available from credible database were adapted in the assessment by taking into account the conditions and practice in the UK. Assessment was carried out using the SimaPro LCA tool over a lifetime of 100 years. Within the boundary and assumptions made, results showed the functional unit could sequestrate 82.7 kg of carbon dioxide with a net life cycle reduction of greenhouse gas emission of 36.08 kg CO2e.Crown Copyright © 2012 Published by Elsevier B.V. All rights reserved.",Greenhouse gas emissions | Hemp | Hemp-lime wall | Life cycle assessment | Lime | Sustainable materials,116,0,,,,undefined,
2-s2.0-84865337100,10.1016/j.buildenv.2012.08.003,S0360132312002053,,Life cycle assessment approach for the optimization of sustainable building envelopes: An application on solar wall systems,ar,Article,Stazi F.,60031624,Università Politecnica delle Marche,Ancona,Italy,3,"Stazi, Francesca;Mastrucci, Alessio;Munafò, Placido",26422608200;54684549600;54385800600,60031624;60031624;60031624,2012-12-01,December 2012,Building and Environment,03601323,26874,,Journal,58,,,278-288,"Design of sustainable building envelopes requires the analysis of environmental performances in every stage of their life cycle. As a matter of fact, the production phase of building materials and components can significantly contribute to the total energy consumption and environmental loads of buildings. However, façade systems such as passive solar systems, ventilated walls and double skins, are usually not designed considering aspects related to their life cycle. Furthermore, there are still few studies concerning the optimization and the combined effect of different design features of complex façades on environmental and energy performances.This paper introduces an integrated approach for the optimization of energy and environmental performances of complex building envelopes that combines life cycle assessment, energy simulation and optimization analysis with factorial plan technique. The environmental performance was calculated in terms of energy demand and CO 2 emissions in the production phase and operational phase. The methodology was applied to an exemplary case study with solar wall systems.The results showed that solar walls have high environmental impact both in the production and operational phases. Results of the optimization analysis demonstrated that it is possible to reduce the CO 2 emissions and cumulative energy demand of solar walls for both the production and use phases up to -55% in comparison with a traditional design. This methodology may be generally applied to the sustainability analysis, design and optimization of efficient façade systems. © 2012 Elsevier Ltd.",Cumulative energy demand | Global warming potential | Level factorial plan | Life cycle assessment (LCA) | Optimization analysis | Solar walls,102,0,,,,undefined,
2-s2.0-84870394698,,,,"2012 International Conference on Civil, Architectural and Hydraulic Engineering, ICCAHE 2012",cr,Conference Review,,,,,,,,,,2012-11-26,2012,Applied Mechanics and Materials,16609336,4700151914,16627482,Book Series,209-211,,,,"The proceedings contain 425 papers. The special focus in this conference is on Geological and Geotechnical Engineering, Structural Engineering, Tunnel, Road and Railway Engineering, Bridge Engineering, Coastal Engineering, Seismic Engineering, Surveying Engineering, Cartography and Geographic Information System, Heating, Gas Supply, Ventilation and Air Conditioning Works, Applied and Computational Mechanics, Computer Application etc. The topics include: The evolution of Tibetan temple's plane form; study on factors influence the positioning of commercial property; modern atrium applied in the adaptive reuse of old building; four orientation gods of ancient Chinese architecture; agglomeration and continue of pieces of historical buildings; a brief discussion on landmark building; research on fort of Chinese ancient military defense system; restoration of Wandu Mountain City Palace; architectural experiment of the Chinese traditional painting; thinking about architectural design of university library; the creative design of stone and its international marketing; environmental impacts analysis for affordable housing; the performance of rotating dual-microphone system and its application; creating indoor beauty of artistic conception; sound insulation inversion to an attached room in buildings; applications of Chinese national culture in interior design; planting and interior environment design; the study on the process of Qingdao movie theme park design; the research for vertical interface of architecture landscape; the creation of complexity in Chinese garden; the landscape restoration conception of Yuelu academy scenic zone; low carbon operation of the high carbon sports venues; a study on sustainable house design in Lanyu; the flexible spatial structure planning of cities under uncertainty development; analysis of urban culture and urban design; non-cooperative game between governments and landlord in land planning; research on the evaluation method of urban-rural integration; industrial development and construction of complex Saemaul planning; freight structure optimization method based on the industrial structure; study on the freeway traffic accidents situation in China; study of emergency-based urban traffic planning; study on the connectivity reliability of underground road system; safety culture analysis in transportation industry; the efficient applicability of highway alignment optimization models; safety assessment of inshore towing operations for heavy Cargo; research and realization of airport security simulation system; analysis on the development of vehicle telematics in China; traffic demand forecast and control in large-scale activities; design of cortex-M3-based semiautomatic block fiber system; effect of urbanization on precipitation in Yangtze river delta; the research on Nanchang low-carbon city feature planning; investigation and analysis of living environment in Harbin; problems of healing environmental in previous researches and resolution methods; remediation of lead-zinc contaminated soil in China; study on grassland environment capacity of damao county inner Mongolia; analyzing ecological environmental effect of coal mine closure; environmental risk evaluation on integrated circuit industry; life cycle of bloom-forming cyanobacteria and its influencing factors; lead exposure assessment for Chinese children; institutional design of behavior right in highway project management; sustainable development of engineering construction in China; design of a gateway for remotely underwater vehicles; research on control strategy for traction motor in electric drive and study on adsorption of uranium in wastewater by clay.",,0,0,,,,undefined,
2-s2.0-84868191970,10.1007/s11367-011-0378-3,,,Integration of spatial analyses into LCA-calculating GHG emissions with geoinformation systems,ar,Article,Dresen B.,60109563,"Fraunhofer Institute for Environmental, Safety, and Energy Technology UMSICHT",Oberhausen,Germany,2,"Dresen, Boris;Jandewerth, Michael",54932074100;36713485300,60109563;60109563,2012-11-01,November 2012,International Journal of Life Cycle Assessment,09483349,23271,16147502,Journal,17,9,,1094-1103,"Purpose Spatial analyses in life cycle assessments are hardly ever conducted. The combination of geoinformation systems and life cycle assessments (LCA) databases is a way to realise such complex calculations. By the example of energetic utilisation of biomass via conditioned biogas a geoinformation systems-based calculation tool is presented which combines geodata on biomass potentials, infrastructure, land use, cost and technology databases with analysis tools for the planning of biogas plants to identify the most efficient plant locations, to calculate balances of emissions, biomass streams and costs. Methods The calculations include the impact categories greenhouse gases, acidification, and eutrophication and were tested for the Lower Rhine region and the Altmark region in Germany. The results of the greenhouse gas (GHG) balances are presented. By using only nationwide available datasets, the calculation tool can be used in other regions as well. Results and discussion Balances of individual sites, regional balances and their temporal development can be calculated in geoinformation systems (GIS) using LCA methods. The composition of the substrates varies according to site and catchment area and lead to large variations in plant configurations and the resulting GHG balances and cost structures. Conclusions GIS tools do not only allow the assessment of individual plants, but also the determination of the GHG reduction potential, the biogas potential as well as the necessary investment costs for entire regions. Thus, the exploitation of regional biogas potentials in a way that is sustainable and climate-friendly becomes simple. © Springer-Verlag 2012.",Biogas | Biomass | Calculation tool | Geoinformation system | GHG emissions | Spatial analysis,23,0,,,,undefined,
2-s2.0-84866700932,10.1061/9780784412367.080,,,Mapping a structure's impact on the environment,cp,Conference Paper,Sarkisian M.,100381732,Skidmore,San Francisco,United States,3,"Sarkisian, M.;Hu, L.;Shook, D.",6603865682;55356568200;18038907800,100381732;100381732;100381732,2012-10-01,2012,Structures Congress 2012 - Proceedings of the 2012 Structures Congress,,21100216524,,Conference Proceeding,,,,898-909,"Historically, the effects of buildings on the environment have been solely evaluated based on mechanical, electrical, and plumbing building system energy use related to daily operations. Structural systems themselves are typically given little or no consideration for environmental effects; yet, in fact, they contribute significantly to the effects of climate change. Structural systems contribute to carbon emissions not only when they are built, but also over their service life, especially if they are located in regions of high seismic risk. The carbon footprint associated with the damage, repair, and partial reconstruction-or in some cases the full demolition and reconstruction-have considerable effects on the environment. The carbon footprint of a building is sensitive to its structural system with results that may be significantly more favorable with enhanced seismic resistance systems such as baseisolation or viscous dampers. Integrating environmental performance with seismic risk provides opportunities to communicate the benefits of enhanced seismic performance with regards to damage mitigation and environmental impacts to owners, developers, and the general public. Since currently available carbon assessment tools do not fully address the long-term environmental impact of structures, especially as it relates to probabilistic seismic damage, the Environmental Analysis Tool™ has been developed and is capable of considering the environmental impact of structural systems over the entire life cycle of the building. The program is capable of predicting carbon emission equivalents at the conception of design simply by knowing the location of the proposed building, the size of the project, the structural material type, and the expected service life. The program is also capable of performing analysis during the later stages of design, for specific project information. The program can be used to evaluate new and existing structures. Several example projects are overviewed and the impact of probabilistic seismic damage on the carbon footprint is evaluated. Furthermore, a cost-benefit analysis considering enhanced seismic systems conducted. The Environmental Analysis Tool™ is also implemented in a parametric environment for the assessment of buildings at an urban-scale. With the generated carbon footprint results, designers and planners can consider carbon emission equivalents of proposed buildings in the earliest phases of design. © ASCE 2012.",,9,0,,,,undefined,
2-s2.0-84865466806,10.1021/es2043257,,22881452,Estimates of embodied global energy and air-emission intensities of japanese products for building a Japanese input-output life cycle assessment database with a global system boundary,ar,Article,Nansai K.,60030939;60029241;60025709;60023462;60011047;60011001,"National Institute for Environmental Studies of Japan;University of California, Santa Barbara;The University of Sydney;Waseda University;Kyushu University;Kyoto University",Tsukuba;Santa Barbara;Sydney;Tokyo;Fukuoka;Kyoto,Japan;United States;Australia;Japan;Japan;Japan,7,"Nansai, Keisuke;Kondo, Yasushi;Kagawa, Shigemi;Suh, Sangwon;Nakajima, Kenichi;Inaba, Rokuta;Tohno, Susumu",55942735500;57203953434;35773505400;7201479719;35094434700;16021612800;7005864717,60030939-60025709;60023462;60011047;60029241;60030939;60030939;60011001,2012-08-21,21 August 2012,Environmental Science and Technology,0013936X,21537,15205851,Journal,46,16,,9146-9154,"To build a life cycle assessment (LCA) database of Japanese products embracing their global supply chains in a manner requiring lower time and labor burdens, this study estimates the intensity of embodied global environmental burden for commodities produced in Japan. The intensity of embodied global environmental burden is a measure of the environmental burden generated globally by unit production of the commodity and can be used as life cycle inventory data in LCA. The calculation employs an input-output LCA method with a global link input-output model that defines a global system boundary grounded in a simplified multiregional input-output framework. As results, the intensities of embodied global environmental burden for 406 Japanese commodities are determined in terms of energy consumption, greenhouse-gas emissions (carbon dioxide, methane, nitrous oxide, perfluorocarbons, hydrofluorocarbons, sulfur hexafluoride, and their summation), and air-pollutant emissions (nitrogen oxide and sulfur oxide). The uncertainties in the intensities of embodied global environmental burden attributable to the simplified structure of the global link input-output model are quantified using Monte Carlo simulation. In addition, by analyzing the structure of the embodied global greenhouse-gas intensities we characterize Japanese commodities in the context of LCA embracing global supply chains. © 2012 American Chemical Society.",,62,1,repositoryvor,Green,JSPS,23510046,Japan Society for the Promotion of Science
2-s2.0-84865334739,10.1111/j.1530-9290.2011.00415.x,,,Life cycle energy consumption and carbon dioxide emission of residential building designs in Beijing: A comparative study,ar,Article,Gong X.,60022281,Beijing University of Technology,Beijing,China,6,"Gong, Xianzheng;Nie, Zuoren;Wang, Zhihong;Cui, Suping;Gao, Feng;Zuo, Tieyong",24168475400;55642008200;55355199900;7202413784;57188668923;55504837700,60022281;60022281;60022281;60022281;60022281;60022281,2012-08-01,August 2012,Journal of Industrial Ecology,10881980,23411,15309290,Journal,16,4,,576-587,"This study is based on the three types of residential buildings with framework structures in Beijing: concrete framework construction (CFC), light-gauge steel framework construction (SFC), and wood framework construction (WFC). The analysis of the environmental load across the life cycle of the three types of buildings is conducted using life cycle assessment (LCA) according to the protocols of the International Organization for Standardization (ISO) 14040/44. The functional unit is the three material building designs, which possess the same function and design plan, and are built in concrete, light-gauge steel, and light frame wood, inclusive of their respective envelope materials. Throughout the investigation, the calculations of the environmental load data of materials, energy consumption, and carbon dioxide (CO 2) emissions are comprehensively assessed and compared. The study shows that over the life cycle, the energy consumption of CFC is almost the same as that of SFC, and each of them is approximately 30% higher than that of WFC. Building use, steel material production, cement production, gypsum board production, and material transport are the main construction activities related to the energy consumption; the net CO 2 emission of CFC is 44% higher than that of SFC and 49% higher than that of WFC. The main source of CO 2 emission is the use of electricity; its contributions to the net CO 2 emissions of WFC, SFC, and CFC are 67%, 64%, and 44%, respectively. The net CO 2 emissions in the transport category cannot be ignored, with proportions amounting to 8%, 12%, and 11% for WFC, SFC, and CFC, respectively. © 2012 by Yale University.",Building energy use | Carbon dioxide (CO  ) 2 | Energy consumption | Green buildings | Industrial ecology | Life cycle assessment (LCA),104,0,,,,undefined,
2-s2.0-84862806545,10.1016/j.jenvman.2012.02.034,S0301479712001181,22436837,Integrated model for assessing the cost and CO <inf>2</inf> emission (IMACC) for sustainable structural design in ready-mix concrete,ar,Article,Hong T.,60016912,Yonsei University,Seoul,South Korea,3,"Hong, Taehoon;Ji, Changyoon;Park, Hyoseon",57969349700;36537402100;55669886900,60016912;60016912;60016912,2012-07-30,30 July 2012,Journal of Environmental Management,03014797,23371,10958630,Journal,103,,,1-8,"Cost has traditionally been considered the most important factor in the decision-making process. Recently, along with the consistent interest in environmental problems, environmental impact has also become a key factor. Accordingly, there is a need to develop a method that simultaneously reflects the cost and environmental impact in the decision-making process. This study proposed an integrated model for assessing the cost and CO 2 emission (IMACC) at the same time. IMACC is a model that assesses the cost and CO 2 emission of the various structural-design alternatives proposed in the structural-design process. To develop the IMACC, a standard on assessing the cost and CO 2 emission generated in the construction stage was proposed, along with the CO 2 emission factors in the structural materials, based on such materials' strengths. Moreover, using the economic and environmental scores that signify the cost and CO 2 emission reduction ratios, respectively, a method of selecting the best design alternative was proposed. To verify the applicability of IMACC, practical application was carried out. Structural designs were assessed, each of which used 21, 24, 27, and 30 MPa ready-mix concrete (RMC). The use of IMACC makes it easy to verify what the best design is. Results show the one that used 27 MPa RMC was the best design. Therefore, the proposed IMACC can be used as a tool for supporting the decision-making process in selecting the best design alternative. © 2012 Elsevier Ltd.",CO   emission 2 | Economic score | Environmental score | Life cycle assessment | Life cycle cost,60,0,,,NRF,2010-0027246,National Research Foundation of Korea
2-s2.0-84861671982,10.4028/www.scientific.net/AMM.174-177.202,,,Embodied environmental burdens of wood structure in taiwan compared with reinforced concrete and steel structures with various recovery rates,cp,Conference Paper,Li S.H.,60001881,The University of Sheffield,Sheffield,United Kingdom,1,"Li, Sheng Han",57224918433,60001881,2012-06-05,2012,Applied Mechanics and Materials,16609336,4700151914,16627482,Book Series,174-177,,,202-210,"This paper investigates environmental impacts of wood structure, reinforced concrete (RC) structure and steel structure in Taiwan in terms of embodied energy consumption and embodied CO2 emissions. The methodology of life cycle assessment (LCA) is applied to the analysis in building materials both from 'cradle to gate' perspectives and from 'cradle to cradle' perspectives. The results first show that wood structure with the resource from the USA has the least environmental impacts. In addition, as far as material recovery phase is concerned, the substitution effect of wood structure instead of RC and steel structure has an obvious increase as the recovery rate reaches more than 60%. To summarise, wood structure is beneficial for our environment not only in the construction phase but also in the material recovery phase. © (2012) Trans Tech Publications.",Displacement factor | LCA | Recycle | Sustainability | Wood structure,7,0,,,,undefined,
2-s2.0-84855883178,10.1016/j.buildenv.2011.11.017,S036013231100401X,,"Life-cycle assessment of residential buildings in three different European locations, basic tool",ar,Article,Rossi B.,60031052;60000964,Hogskolan i Gavle;Université de Liège,Gavle;Liege,Sweden;Belgium,4,"Rossi, Barbara;Marique, Anne Françoise;Glaumann, Mauritz;Reiter, Sigrid",55322717600;53871902500;24760589200;36570883500,60000964;60000964;60031052;60000964,2012-05-01,May 2012,Building and Environment,03601323,26874,,Journal,51,,,395-401,"The paper deals with the development of a tool used for the life cycle assessment of residential buildings located in three different European towns: Brussels (Belgium), Coimbra (Portugal) and Luleå (Sweden). The basic tool focuses on the structure and the materials of the buildings and permits the evaluation of the Embodied energy, Embodied carbon and yearly energy consumption. For that purpose, a different set of original data is taken into account for each location, in which the monthly temperatures, energy mix, heating and cooling systems are defined. The energy consumption, being for heating space or water, for cooling or for lighting is transformed into CO 2 emissions to deduce the Operational carbon as well. The influence of the energy mix can therefore be assessed in the basic tool. As a matter of fact, the heating and cooling systems habitually used in the three countries are also of great importance. The District Heating system, is, for instance, incorporated in the basic tool. The presence of solar water heater or photovoltaic panels is also strongly influencing the operational carbon. After a short literature review on building LCA and the description of the basic tool, the software Pleiades + Comfie combined with Equer is used to achieve the complete LCA for one building using two different load bearing frames. The results of the calculations for Brussels climate are verified against these software results. The dependence of the results to parameters such as climate, energy mix and habits is then discussed in the companion paper. © 2011 Elsevier Ltd.",Climate | Embodied energy/carbon | Energy mix | Life-cycle analysis,128,0,,,,undefined,
2-s2.0-84855873901,10.1016/j.buildenv.2011.11.002,S0360132311003829,,"Life-cycle assessment of residential buildings in three different European locations, case study",ar,Article,Rossi B.,60000964,Université de Liège,Liege,Belgium,3,"Rossi, Barbara;Marique, Anne Françoise;Reiter, Sigrid",55322717600;53871902500;36570883500,60000964;60000964;60000964,2012-05-01,May 2012,Building and Environment,03601323,26874,,Journal,51,,,402-407,"The paper presents the comparative results of the life-cycle assessment (LCA) of one residential building with two constructive systems in Brussels and one steel frame house located in three different European towns: Brussels (Belgium), Coimbra (Portugal) and Luleå (Sweden). In a recent study, a modular building was studied in Coimbra and Luleå. It was shown that in terms of CO 2 emissions, the Use Stage was the most harmful stage during the building life-cycle for Coimbra climate. Contrarily, in Luleå, it was the Product Stage, despite energy consumption being higher than Coimbra, due to the way electricity and heat are generated. In the present study, two structural systems are first compared for the Belgian house: steel frame and traditional masonry. A different life-cycle scenario is taken into account for the steel frame house for the three different locations, in which the monthly temperatures, energy mix, heating and cooling systems are defined. The LCA is carried out using the basic tool described in the companion paper. It is worth recalling that the results obtained with the basic tool were verified against Pleiades + Comfie and Equer software, enabling to carry out a complete LCA, for Brussels. Our results confirm that for all the three climates, the Use Stage (Operational energy) is the most harmful period during the building life-cycle and that the energy mix of the country strongly influences the equivalent CO 2 emissions related to the Use Stage (Operational carbon) and may entirely reverse the conclusions about the life-cycle carbon footprint of the building. © 2011 Elsevier Ltd.",Embodied energy/carbon | Energy mix | Life-cycle analysis | Steel frame house,81,0,,,,undefined,
2-s2.0-84856793262,10.1016/j.resconrec.2012.01.001,S092134491200002X,,Assessment of CO <inf>2</inf> emissions reduction in high-rise concrete office buildings using different material use options,ar,Article,Chau C.,60008928,Hong Kong Polytechnic University,Kowloon,Hong Kong,4,"Chau, C. K.;Hui, W. K.;Ng, W. Y.;Powell, G.",7102320934;15725108500;55542072100;57118379800,60008928;60008928;60008928;60008928,2012-04-01,April 2012,"Resources, Conservation and Recycling",09213449,26424,18790658,Journal,61,,,22-34,"This study applied the Monte Carlo method to generate probabilistic distributions for describing the CO 2 footprint of the superstructure of a high-rise concrete office building. The distribution profile was constructed with the material use data collected from thirteen high-rise office concrete buildings in Hong Kong. Our results indicate that the superstructure of an office building (i.e. it does not embrace foundation or basement), on average, had a footprint of 215.1 kg CO 2/m 2. External walls and upper floor construction had the highest CO 2 footprint, followed by suspended ceilings and finishes. These three elements altogether accounted for an average of 84.2% of the CO 2 footprint associated with the superstructure. Furthermore, this study also evaluated the emissions reduction impacts of five different material use options over a 60-year lifespan. Among all the studied options, the most effective option is to maintain 15-30% of the existing structural and non-structural building elements as it can reduce the CO 2 footprint by 17.3%. Diverting construction wastes to recycling can reduce the CO 2 footprint by 5.9%. Reusing resources and importing regional materials can each only reduce the CO 2 footprint by 3.2% and 3.1% respectively. In contrast, the CO 2 footprint will be increased by 5% if off-site fabricated materials are used in facades, slabs and partition walls. © 2012 Elsevier B.V. All rights reserved.",Building elements | Carbon dioxide emissions | Material Use,113,0,,,PolyU,undefined,Hong Kong Polytechnic University
