Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
5,10.1016/j.cscm.2022.e01724,38,85059593195,10.1016/j.conbuildmat.2019.01.006,Inclusion of nano metaclayed as additive in ultra-high-performance concrete (UHPC),"Norhasri, M.S.M.; Hamidah, M.S.; Fadzil, A.M.",,,Constr. Build. Mater.,2019,,,,,,,,,"Norhasri, M.S.M., Hamidah, M.S., Fadzil, A.M., Inclusion of nano metaclayed as additive in ultra-high-performance concrete (UHPC). Constr. Build. Mater., vol.201, 2019, 10.1016/j.conbuildmat.2019.01.006."
5,10.1016/j.cscm.2022.e01724,39,85066259225,10.1016/j.wasman.2019.05.044,Recycling of biomass and coal fly ash as cement replacement material and its effect on hydration and carbonation of concrete,"Teixeira, E.R.; Camões, A.; Branco, F.G.; Aguiar, J.B.; Fangueiro, R.",,,Waste Manag.,2019,,,,,,,,,"Teixeira, E.R., Camões, A., Branco, F.G., Aguiar, J.B., Fangueiro, R., Recycling of biomass and coal fly ash as cement replacement material and its effect on hydration and carbonation of concrete. Waste Manag., 94, 2019, 10.1016/j.wasman.2019.05.044."
5,10.1016/j.cscm.2022.e01724,40,85117366853,10.1016/j.conbuildmat.2021.124643,Design of sustainable ultra-high-performance concrete: a review,"Wang, X.; Wu, D.; Zhang, J.; Yu, R.; Hou, D.; Shui, Z.",,,Constr. Build. Mater.,2021,,,,,,,,,"Wang, X., Wu, D., Zhang, J., Yu, R., Hou, D., Shui, Z., Design of sustainable ultra-high-performance concrete: a review. Constr. Build. Mater., vol.307, 2021, 10.1016/j.conbuildmat.2021.124643."
5,10.1016/j.cscm.2022.e01724,41,85129952101,10.1016/j.cemconcomp.2022.104582,Effect of metakaolin and magnesium oxide on flexural strength of ultra-high-performance concrete,"Zhang, B.; Ji, T.; Ma, Y.; Zhang, Q.",,,Cem. Concr. Compos.,2022,,,,,,,,,"Zhang, B., Ji, T., Ma, Y., Zhang, Q., Effect of metakaolin and magnesium oxide on flexural strength of ultra-high-performance concrete. Cem. Concr. Compos., 131, 2022, 104582, 10.1016/j.cemconcomp.2022.104582."
5,10.1016/j.cscm.2022.e01724,42,85089147686,10.1016/j.jobe.2020.101669,Durability characteristics of high and ultra-high-performance concretes,"Sohail, M.G.; Kahraman, R.; Al Nuaimi, N.; Gencturk, B.; Alnahhal, W.",,,J. Build. Eng.,2021,,,,,,,,,"Sohail, M.G., Kahraman, R., Al Nuaimi, N., Gencturk, B., Alnahhal, W., Durability characteristics of high and ultra-high-performance concretes. J. Build. Eng., 33, 2021, 101669, 10.1016/j.jobe.2020.101669."
5,10.1016/j.cscm.2022.e01724,43,85144582124,,,,,,,2015,,,,,,,,"M.J. Mohd Faizal, M.S. Hamidah, M.S. Muhd Norhasri, I. Noorli, and M.P. Mohamad Ezad Hafez, ‘Chloride Permeability of Nanoclayed Ultra-High Performance Concrete BT - InCIEC 2014′","M.J. Mohd Faizal, M.S. Hamidah, M.S. Muhd Norhasri, I. Noorli, and M.P. Mohamad Ezad Hafez, ‘Chloride Permeability of Nanoclayed Ultra-High Performance Concrete BT - InCIEC 2014′, 2015, pp. 613–623."
5,10.1016/j.cscm.2022.e01724,44,85046992438,10.1016/j.jclepro.2018.04.245,Sustainable cleaner production of concrete with high volume copper slag,"Prem, P.R.; Verma, M.; Ambily, P.S.",,,J. Clean. Prod.,2018,,,,,,,,,"Prem, P.R., Verma, M., Ambily, P.S., Sustainable cleaner production of concrete with high volume copper slag., J. Clean. Prod. 193 (2018), 43–58, 10.1016/j.jclepro.2018.04.245."
5,10.1016/j.cscm.2022.e01724,45,84856343388,10.1016/j.cemconres.2011.09.015,Impact load-induced micro-structural damage and micro-structure associated mechanical response of concrete made with different surface roughness and porosity aggregates,"Erdem, S.; Dawson, A.R.; Thom, N.H.",,,Cem. Concr. Res.,2012,,,,,,,,,"Erdem, S., Dawson, A.R., Thom, N.H., Impact load-induced micro-structural damage and micro-structure associated mechanical response of concrete made with different surface roughness and porosity aggregates. Cem. Concr. Res. 42:2 (2012), 291–305, 10.1016/j.cemconres.2011.09.015."
5,10.1016/j.cscm.2022.e01724,46,85088106924,10.1016/j.jclepro.2020.123073,Effect of using mineral admixtures and ceramic wastes as coarse aggregates on properties of ultrahigh-performance concrete,"Amin, M.; Tayeh, B.A.; Agwa, I.S.",,,"’, J. Clean. Prod.",2020,,,,,,,,,"Amin, M., Tayeh, B.A., Agwa, I.S., Effect of using mineral admixtures and ceramic wastes as coarse aggregates on properties of ultrahigh-performance concrete. ’, J. Clean. Prod., 273, 2020, 123073, 10.1016/j.jclepro.2020.123073."
5,10.1016/j.cscm.2022.e01724,47,85117283240,10.1007/s41062-021-00609-7,Characteristics of sustainable high strength concrete incorporating eco-friendly materials,"Tahwia, A.M.; El-Far, O.; Amin, M.",,,Innov. Infrastruct. Solut.,2022,,,,,,,,,"Tahwia, A.M., El-Far, O., Amin, M., Characteristics of sustainable high strength concrete incorporating eco-friendly materials. Innov. Infrastruct. Solut. 7:1 (2022), 1–13, 10.1007/s41062-021-00609-7."
5,10.1016/j.cscm.2022.e01724,48,85114307874,10.1016/j.compositesb.2021.109220,New development of ultra-high-performance concrete (UHPC),"Du, J.",,,Compos. Part B Eng.,2021,,,,,,,,,"Du, J., et al. New development of ultra-high-performance concrete (UHPC). Compos. Part B Eng., 224, 2021, 109220, 10.1016/j.compositesb.2021.109220."
5,10.1016/j.cscm.2022.e01724,49,85102415229,10.1016/j.conbuildmat.2021.122977,Uncovering the effect of fly ash cenospheres on the macroscopic properties and microstructure of ultra-high-performance concrete (UHPC),"Jing, R.; Liu, Y.; Yan, P.",,,Constr. Build. Mater.,2021,,,,,,,,,"Jing, R., Liu, Y., Yan, P., Uncovering the effect of fly ash cenospheres on the macroscopic properties and microstructure of ultra-high-performance concrete (UHPC). Constr. Build. Mater., 286, 2021, 122977, 10.1016/j.conbuildmat.2021.122977."
5,10.1016/j.cscm.2022.e01724,50,85092132018,10.18702/acf.2019.12.5.2.1,"Hardening, microstructure, and shrinkage development of UHPC: a review","Liu, J.; Shi, C.; Wu, Z.",,,J. Asian Concr. Fed.,2019,,,,,,,,,"Liu, J., Shi, C., Wu, Z., Hardening, microstructure, and shrinkage development of UHPC: a review. J. Asian Concr. Fed. 5:2 (2019), 1–19, 10.18702/acf.2019.12.5.2.1."
5,10.1016/j.cscm.2022.e01724,51,85105073216,10.1016/j.conbuildmat.2021.123455,Microstructural investigation of slag-blended UHPC: The effects of slag content and chemical/thermal activation,"Abdulkareem, O.M.; Ben Fraj, A.; Bouasker, M.; Khouchaf, L.; Khelidj, A.",,,Constr. Build. Mater.,2021,,,,,,,,,"Abdulkareem, O.M., Ben Fraj, A., Bouasker, M., Khouchaf, L., Khelidj, A., Microstructural investigation of slag-blended UHPC: The effects of slag content and chemical/thermal activation. Constr. Build. Mater., 292, 2021, 123455, 10.1016/j.conbuildmat.2021.123455."
5,10.1016/j.cscm.2022.e01724,52,85130912469,10.1016/j.conbuildmat.2022.127767,Effects of seawater on UHPC: macro and microstructure properties,"Lun Lam, W.; Shen, P.; Cai, Y.; Sun, Y.; Zhang, Y.; Sun Poon, C.",,,Constr. Build. Mater.,2022,,,,,,,,no. December 2021,"Lun Lam, W., Shen, P., Cai, Y., Sun, Y., Zhang, Y., Sun Poon, C., Effects of seawater on UHPC: macro and microstructure properties. no. December 2021 Constr. Build. Mater., 340, 2022, 127767, 10.1016/j.conbuildmat.2022.127767."
5,10.1016/j.cscm.2022.e01724,53,85092342418,10.1016/j.conbuildmat.2020.121112,Mechanical performances and microstructures of metakaolin contained UHPC matrix under steam curing conditions,"Mo, Z.; Gao, X.; Su, A.",,,Constr. Build. Mater.,2021,,,,,,,,(no. xxxx),"Mo, Z., Gao, X., Su, A., Mechanical performances and microstructures of metakaolin contained UHPC matrix under steam curing conditions. (no. xxxx) Constr. Build. Mater., 268, 2021, 121112, 10.1016/j.conbuildmat.2020.121112."
5,10.1016/j.cscm.2022.e01724,54,85063508468,10.3390/ma12060851,"Environmental assessment of ultra-high-performance concrete using carbon, material, and water footprint’","Sameer, H.; Weber, V.; Mostert, C.; Bringezu, S.; Fehling, E.; Wetzel, A.",,,Materials,2019,,,,,,,,,"Sameer, H., Weber, V., Mostert, C., Bringezu, S., Fehling, E., Wetzel, A., Environmental assessment of ultra-high-performance concrete using carbon, material, and water footprint’. Materials, 16(6), 2019, 10.3390/ma12060851."
5,10.1016/j.cscm.2022.e01724,55,85144553752,,,"Scrivener, K.; Snellings, R.; Lothenbach, B.; Group, F.",,,,2018,,,,,,,,A Practical Guide to Microstructural Analysis of Cementitious Materials.,"K. Scrivener, R. Snellings, B. Lothenbach, and F. Group, A Practical Guide to Microstructural Analysis of Cementitious Materials. 2018."
5,10.1016/j.cscm.2022.e01724,56,84983526930,10.1016/j.conbuildmat.2016.08.073,Development of ultra-high-performance concrete using glass powder – Towards ecofriendly concrete,"Soliman, N.A.; Tagnit-Hamou, A.",,,Constr. Build. Mater.,2016,,,,,,,,,"Soliman, N.A., Tagnit-Hamou, A., Development of ultra-high-performance concrete using glass powder – Towards ecofriendly concrete. Constr. Build. Mater. 125 (2016), 600–612, 10.1016/j.conbuildmat.2016.08.073."
5,10.1016/j.cscm.2022.e01724,57,85007578326,10.1016/j.cemconcomp.2016.12.009,Effect of cement substitution by limestone on the hydration and microstructural development of ultra-high-performance concrete (UHPC),"Huang, W.; Kazemi-Kamyab, H.; Sun, W.; Scrivener, K.",,,Cem. Concr. Compos.,2017,,,,,,,,,"Huang, W., Kazemi-Kamyab, H., Sun, W., Scrivener, K., Effect of cement substitution by limestone on the hydration and microstructural development of ultra-high-performance concrete (UHPC). Cem. Concr. Compos. 77 (2017), 86–101, 10.1016/j.cemconcomp.2016.12.009."
5,10.1016/j.cscm.2022.e01724,59,84857366280,10.1016/j.cemconcomp.2011.11.014,"Investigation into the synergistic effects in ternary cementitious systems containing portland cement, fly ash and silica fume","Radlinski, M.; Olek, J.",,,Cem. Concr. Compos.,2012,,,,,,,,,"Radlinski, M., Olek, J., Investigation into the synergistic effects in ternary cementitious systems containing portland cement, fly ash and silica fume. Cem. Concr. Compos. 34:4 (2012), 451–459, 10.1016/j.cemconcomp.2011.11.014."
5,10.1016/j.cscm.2022.e01724,60,85136527039,10.1016/j.cscm.2022.e01393,Properties of ultra-high performance geopolymer concrete incorporating recycled waste glass,"Tahwia, A.M.; Heniegal, A.M.; Abdellatief, M.; Tayeh, B.A.; Abd Elrahman, M.",,,Case Stud. Constr. Mater.,2022,,,,,,,,,"Tahwia, A.M., Heniegal, A.M., Abdellatief, M., Tayeh, B.A., Abd Elrahman, M., Properties of ultra-high performance geopolymer concrete incorporating recycled waste glass. Case Stud. Constr. Mater., 17, 2022, e01393, 10.1016/j.cscm.2022.e01393."
5,10.1016/j.cscm.2022.e01724,61,85096376987,10.1016/j.conbuildmat.2020.121550,Engineering properties of alkali activated materials reactive powder concrete,"Alharbi, Y.R.; Aref, A.A.; Salah, A.A.; Mayhoub, O.A.; Kohail, M.",,,Constr. Build. Mater.,2021,,,,,,,,,"Alharbi, Yousef R., Aref, A.Abadel, Salah, Abdulrahman A., Mayhoub, Ola A., Kohail, Mohamed, Engineering properties of alkali activated materials reactive powder concrete. Constr. Build. Mater., 271, 2021, 10.1016/j.conbuildmat.2020.121550."
5,10.1016/j.cscm.2022.e01724,63,85103668690,10.1016/j.conbuildmat.2021.123076,Carbon capture in ultra-high-performance concrete using pressurized CO2curing,"Dixit, A.; Du, H.; Pang, S.D.",,,Constr. Build. Mater.,2021,,,,,,,,,"Dixit, A., Du, H., Pang, S.D., Carbon capture in ultra-high-performance concrete using pressurized CO2curing. Constr. Build. Mater., 288, 2021, 123076, 10.1016/j.conbuildmat.2021.123076."
6,10.1016/j.buildenv.2023.110329,1,67651023739,10.1016/j.buildenv.2009.05.001,Life cycle assessment in buildings: state-of-the-art and simplified LCA methodology as a complement for building certification,"Zabalza Bribián, I.; Aranda Usón, A.; Scarpellini, S.",,,Build. Environ.,2009,,,,,,,,,"Zabalza Bribián, I., Aranda Usón, A., Scarpellini, S., Life cycle assessment in buildings: state-of-the-art and simplified LCA methodology as a complement for building certification. Build. Environ. 44 (2009), 2510–2520, 10.1016/j.buildenv.2009.05.001."
6,10.1016/j.buildenv.2023.110329,2,71949114299,10.1016/j.buildenv.2009.10.012,Life cycle inventory of buildings: a calculation method,"Verbeeck, G.; Hens, H.",,,Build. Environ.,2010,,,,,,,,,"Verbeeck, G., Hens, H., Life cycle inventory of buildings: a calculation method. Build. Environ. 45:4 (2010), 1037–1041, 10.1016/j.buildenv.2009.10.012."
6,10.1016/j.buildenv.2023.110329,3,84879544924,10.1016/j.rser.2013.05.001,Life cycle assessment in the construction sector: a review,"Buyle, M.; Audenaert, A.; Braet, J.",,,Renew. Sustain. Energy Rev.,2013,,,,,,,,,"Buyle, M., Audenaert, A., Braet, J., Life cycle assessment in the construction sector: a review. Renew. Sustain. Energy Rev. 26 (2013), 379–388, 10.1016/j.rser.2013.05.001."
6,10.1016/j.buildenv.2023.110329,4,85030449851,10.1016/j.buildenv.2017.06.051,A life cycle approach to optimizing carbon footprint and costs of a residential building,"Kumar Pal, S.; Takano, A.; Alanne, K.; Siren, K.",,,Build. Environ.,2017,,,,,,,,,"Kumar Pal, S., Takano, A., Alanne, K., Siren, K., A life cycle approach to optimizing carbon footprint and costs of a residential building. Build. Environ. 123 (2017), 146–162, 10.1016/j.buildenv.2017.06.051."
6,10.1016/j.buildenv.2023.110329,5,85107124744,10.1016/j.scs.2021.103049,A direction to improve EER (Energy Efficiency Retrofit) policy for residential buildings in South Korea by means of the recurrent EER policy,"Kim, J.; Lim, S.",,,Sustain. Cities Soc.,2021,,,,,,,,Article 103049,"Kim, J., Lim, S., A direction to improve EER (Energy Efficiency Retrofit) policy for residential buildings in South Korea by means of the recurrent EER policy. Sustain. Cities Soc., 72, 2021, 10.1016/j.scs.2021.103049 Article 103049."
6,10.1016/j.buildenv.2023.110329,6,85122260217,10.3390/buildings12010029,Current status of old housing for low-income elderly households in Seoul and green remodeling support plan: economic analysis considering the social cost of green remodeling,"Kim, J.; Nam, S.; Lee, D.",,,Buildings,2022,,,,,,,,,"Kim, J., Nam, S., Lee, D., Current status of old housing for low-income elderly households in Seoul and green remodeling support plan: economic analysis considering the social cost of green remodeling. Buildings, 12, 2022, 29, 10.3390/buildings12010029."
6,10.1016/j.buildenv.2023.110329,7,85158053896,,The Second Green Building Basic Plan,Ministry of Land,,,,2020,,,,,,,,Green Architecture Division from (Accessed 24 August 2022),"Ministry of Land, The Second Green Building Basic Plan. 2020, Green Architecture Division, 1–12 from http://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95083381. (Accessed 24 August 2022)"
6,10.1016/j.buildenv.2023.110329,8,85158054415,,"The must-go direction: challenges and opportunities, corporate citizenship research",,,,Winter,2021,,,,,,,,(Accessed 27 January 2022),"2021, Carbon Neutrality. The must-go direction: challenges and opportunities, corporate citizenship research. Winter, 2, 2021 https://www.posri.re.kr/ko/board/content/16581. (Accessed 27 January 2022)"
6,10.1016/j.buildenv.2023.110329,9,84868207934,10.1007/s11367-012-0435-6,Assessment of the environmental performance of buildings: a critical evaluation of the influence of technical building equipment on residential buildings,"Passer, A.; Kreiner, H.; Maydl, P.",,,Int. J. Life Cycle Assess.,2012,,,,,,,,,"Passer, A., Kreiner, H., Maydl, P., Assessment of the environmental performance of buildings: a critical evaluation of the influence of technical building equipment on residential buildings. Int. J. Life Cycle Assess. 17 (2012), 1116–1130, 10.1007/s11367-012-0435-6."
6,10.1016/j.buildenv.2023.110329,10,84959137697,10.1007/s11367-016-1065-1,LCA in architectural design—a parametric approach,"Alexander, H.; Ruth, J.",,,Int. J. Life Cycle Assess.,2016,,,,,,,,,"Alexander, Hollberg, Ruth, Jürgen, LCA in architectural design—a parametric approach. Int. J. Life Cycle Assess. 21 (2016), 943–960, 10.1007/s11367-016-1065-1."
6,10.1016/j.buildenv.2023.110329,11,85002497811,10.1016/j.enbuild.2016.11.042,Life cycle assessment (LCA) of building refurbishment: a literature review,"Vilches, A.; Garcia-Martinez, A.; Sanchez-Montanes, B.",,,Energy Build.,2017,,,,,,,,,"Vilches, Alberto, Garcia-Martinez, Antonio, Sanchez-Montanes, Benito, Life cycle assessment (LCA) of building refurbishment: a literature review. Energy Build. 135 (2017), 286–301, 10.1016/j.enbuild.2016.11.042."
6,10.1016/j.buildenv.2023.110329,12,84874514418,10.11129/detail.9783034614498,Energie Atlas: Nachhaltige Architektur,"Hegger, M.",,,,2007,,,,,,,,Birkhauser Basel,"Hegger, M., et al. Energie Atlas: Nachhaltige Architektur. 2007, Birkhauser, Basel, 10.11129/detail.9783034614498."
6,10.1016/j.buildenv.2023.110329,13,85015407255,10.1016/j.rser.2017.03.068,Building life cycle assessment research: a review by bibliometric analysis,"Geng, S.; Wang, Y.; Zuo, J.; Zhou, Z.; Du, H.; Mao, G.",,,Renew. Sustain. Energy Rev.,2017,,,,,,,,,"Geng, Shengnan, Wang, Yuan, Zuo, Jian, Zhou, Zhihua, Du, Huibin, Mao, Guozhu, Building life cycle assessment research: a review by bibliometric analysis. Renew. Sustain. Energy Rev. 76:2017 (2017), 176–184, 10.1016/j.rser.2017.03.068."
6,10.1016/j.buildenv.2023.110329,14,85157995259,10.3390/buildings11080362,Interpreting environmental impacts in building design: application of a comparative assertion method in the context of the EPD scheme for building products Basel,"Bozicek, D.; Roman, K.; Kosir, M.",,,J. Clean. Prod.,2021,,,,,,,,,"Bozicek, David, Roman, Kunic, Kosir, Mitja, Interpreting environmental impacts in building design: application of a comparative assertion method in the context of the EPD scheme for building products Basel. J. Clean. Prod., 279(2021), 2021, 123399, 10.3390/buildings11080362."
6,10.1016/j.buildenv.2023.110329,15,85158055052,,,,,,,2020,,,,,,,,"Korea Institute of Civil, Engineering and Building Technology, G-SEED 2016-5 V2 Green Building Certification Criteria Manual09.02","Korea Institute of Civil, Engineering and Building Technology, G-SEED 2016-5 V2 Green Building Certification Criteria Manual, 2020.09.02, http://www.gseed.or.kr/greenCommentaryDetailPage.do?rnum=2&bbsCnt=1&bbsId=169."
6,10.1016/j.buildenv.2023.110329,16,85158003198,,,,,,,,,,,,,,,"EPD mark certification, (accessed April. 21, 2021).","EPD mark certification, (accessed April. 21, 2021). http://www.epd.or.kr/epd/epdIntro05.do."
6,10.1016/j.buildenv.2023.110329,17,85158055748,,,,,,Analysis of Life Cycle Assessment Trends for Realization of Carbon-Neutral Building and Research on Improvement of Green Building Certification System,2021,,,,,,,,,"Korea Environmental Industry & Technology Institute. Analysis of Life Cycle Assessment Trends for Realization of Carbon-Neutral Building and Research on Improvement of Green Building Certification System, vol. 11, 2021 https://www.keiti.re.kr/site/keiti/ex/board/View.do?cbIdx=318&bcIdx=34010."
6,10.1016/j.buildenv.2023.110329,18,85158016136,,,Ministry of Environment,,,"Trend Analysis of Environmental Impact Assessment for the Building Life Cycle, Korea National Environmental Industry Technology Information System (KONETIC)",2018,,,,,,,,,"Ministry of Environment, Trend Analysis of Environmental Impact Assessment for the Building Life Cycle, Korea National Environmental Industry Technology Information System (KONETIC), vol. 12, 2018 https://www.konetic.or.kr/user/P/PA/PA001_R01.do?q=foot&cntnsId=PA000001&cntnsSn=4611&cntnsId=PA000001&cntnsSn=4611."
6,10.1016/j.buildenv.2023.110329,19,84989297332,,LEED v4.1 BUILDING DESIGN AND CONSTRUCTION,"Green Building Council, U.S.",,,,2021,,,,,,,,,"Green Building Council, U.S., LEED v4.1 BUILDING DESIGN AND CONSTRUCTION. October 2021, 164p."
6,10.1016/j.buildenv.2023.110329,20,85158025478,,Green building certification criteria manual (new non-residential building),Korea Institute of Civil Engineering & Building Technology,,,G-SEED,2016,,,,,,,,-6 v1,"Korea Institute of Civil Engineering & Building Technology, Green building certification criteria manual (new non-residential building). G-SEED, 2016, 362 -6 v1."
6,10.1016/j.buildenv.2023.110329,21,84939267941,,Environmental product declarations entering the building sector: critical reflections based on 5 to 10 years experience in different European countries,"Passer, A.; Lasvaux, S.; Allacker, K.; De Lathauwer, D.; Spirinckx, C.",,,Int. J. Life Cycle Assess.,2015,,,,,,,,Dordrecht,"Passer, Alexander, Lasvaux, Sébastien, Allacker, Karen, De Lathauwer, Dieter, Spirinckx, Carolin, et al. Environmental product declarations entering the building sector: critical reflections based on 5 to 10 years experience in different European countries. Int. J. Life Cycle Assess. 20:9 (Sep 2015), 1199–1212 Dordrecht."
6,10.1016/j.buildenv.2023.110329,22,85059639235,10.1016/j.rser.2018.12.037,Building rehabilitation life cycle assessment methodology–state of the art,"Thibodeau, C.; Bataille, A.; Sié, M.",,,Renew. Sustain. Energy Rev.,2019,,,,,,,,,"Thibodeau, C., Bataille, A., Sié, M., Building rehabilitation life cycle assessment methodology–state of the art. Renew. Sustain. Energy Rev. 103 (2019), 408–422, 10.1016/j.rser.2018.12.037."
6,10.1016/j.buildenv.2023.110329,23,85157969613,,,,,,Guidelines for EPD Preparation (Annexed Table 1_Common Guidelines for EPD (General Products)),2021,,,,,,,,Ministry of Environment Notice No 2021.03.29,"Ministry of Government Legislation. Guidelines for EPD Preparation (Annexed Table 1_Common Guidelines for EPD (General Products)), vol. 65, 2021, Ministry of Environment Notice No 2021.03.29."
6,10.1016/j.buildenv.2023.110329,24,77949594552,,An assessment of the energy consumption & CO2 emission during the construction stage of apartments,"Lee, S.-E.; Son, J.-Y.",,,Journal of the architectural institute of Korea: Planning & design.V.,2005,,,,,,,,,"Jong-Yeop Kim Lee, Seung-Eon, Son, Jang-Yeol, An assessment of the energy consumption & CO2 emission during the construction stage of apartments. Journal of the architectural institute of Korea: Planning & design.V. 21:4 (2005), 199–206."
6,10.1016/j.buildenv.2023.110329,26,84893725054,10.1016/j.jclepro.2013.10.028,"Environmental impacts and benefits of the end-of-life of building materials - calculation rules, results and contribution to a “cradle to cradle” life cycle","Silvestre, J.D.; De Brito, J.; Pinheiro, M.D.",,,J. Clean. Prod.,2014,,,,,,,,,"Silvestre, J.D., De Brito, J., Pinheiro, M.D., Environmental impacts and benefits of the end-of-life of building materials - calculation rules, results and contribution to a “cradle to cradle” life cycle. J. Clean. Prod. 66 (2014), 37–45, 10.1016/j.jclepro.2013.10.028."
6,10.1016/j.buildenv.2023.110329,27,85060778867,,Korea energy agency,,,,,,,,,,,,,(Accessed 21 April 2022),Korea energy agency. https://building.energy.or.kr/build/CS/CSRFDown.do?page=432. (Accessed 21 April 2022)
6,10.1016/j.buildenv.2023.110329,28,85157973851,,Seoul Metropolitan Area Atmospheric Environment Information. June Issue,Ministry of Environment,,,,2012,,,,,,,,,"Ministry of Environment, Seoul Metropolitan Area Atmospheric Environment Information. June Issue. 2012 http://www.me.go.kr/mamo/web/board/read.do?menuId=615&boardMasterId=191&boardCategoryId=199&boardId=331170."
6,10.1016/j.buildenv.2023.110329,29,85158041189,10.23129/seouls.20.3.201909.39,Effect of Air Pollutants on Environmental Diseases; Focusing on autonomous districts and cities and counties in the metropolitan area,"Seo, H.-J.",,,Seoul Urban Studies,2019,,,,,,,,09,"Seo, Hyung-Jun, Hyung-Seok Lee. Effect of Air Pollutants on Environmental Diseases; Focusing on autonomous districts and cities and counties in the metropolitan area. Seoul Urban Studies 20:No. 3 (2019), 39–59, 10.23129/seouls.20.3.201909.39 09."
6,10.1016/j.buildenv.2023.110329,30,85157994399,,Carbon-neutral technology policy trend in major countries: G7 country carbon-neutral technology policy trend analysis and suggestion on domestic policy direction,"Green, T.C.",,,GTC FOCUS,2021,,,,,,,,ISSN 2765-1851,"Green, Technology Center, Carbon-neutral technology policy trend in major countries: G7 country carbon-neutral technology policy trend analysis and suggestion on domestic policy direction. GTC FOCUS, 2, 2021 ISSN 2765-1851."
6,10.1016/j.buildenv.2023.110329,31,85158026700,,,,,,"Public Sector Subject Management System Performance Report Booklet, 2021",2021,,,,,,,,,"Korea Environment Corporation. Public Sector Subject Management System Performance Report Booklet, 2021, vol. 12, 2021 https://www.keco.or.kr/cmm/fms/FileDown.do?fileid=FILE_000000005482936&fileSn=0."
6,10.1016/j.buildenv.2023.110329,32,79953170517,10.1016/j.buildenv.2011.02.002,Environmental impact of building-related and user-related energy consumption in dwellings,"Blom, I.; Itard, L.; Meijer, A.",,,Build. Environ.,2011,,,,,,,,,"Blom, I., Itard, L., Meijer, A., Environmental impact of building-related and user-related energy consumption in dwellings. Build. Environ. 46 (2011), 1657–1669, 10.1016/j.buildenv.2011.02.002."
7,10.1016/j.istruc.2023.04.001,1,85152534186,,,,,,,2020,,,,,,,,"China Association of Building Efficiency, China Building Energy Research Report 2020 (in Chinese) Available from:","China Association of Building Efficiency, China Building Energy Research Report 2020 (in Chinese), 2020. Available from: https://www.cabee.org/site/content/24021.html."
7,10.1016/j.istruc.2023.04.001,2,84979920483,,"Development of an automated estimator of life-cycle carbon emissions for residential buildings: a case study in Nanjing, China","Li, D.; Cui, P.; Lu, Y.",,,Habitat Int,2016,,,,,,,,,"Li, D., Cui, P., Lu, Y., Development of an automated estimator of life-cycle carbon emissions for residential buildings: a case study in Nanjing, China. Habitat Int 57 (2016), 154–163."
7,10.1016/j.istruc.2023.04.001,3,85042933609,,Life cycle energy of high-rise office buildings in Hong Kong,"Wang, J.; Yu, C.; Pan, W.",,,Energy Build,2018,,,,,,,,,"Wang, J., Yu, C., Pan, W., Life cycle energy of high-rise office buildings in Hong Kong. Energy Build 167 (2018), 152–164."
7,10.1016/j.istruc.2023.04.001,4,72949117224,,Opportunities for low carbon sustainability in large commercial buildings in China,"Jiang, P.; Keith Tovey, N.",,,Energy Policy,2009,,,,,,,,,"Jiang, P., Keith Tovey, N., Opportunities for low carbon sustainability in large commercial buildings in China. Energy Policy 37:11 (2009), 4949–4958."
7,10.1016/j.istruc.2023.04.001,5,67650770381,,Performance analysis of photovoltaic systems: a review,"Joshi, A.S.; Dincer, I.; Reddy, B.V.",,,Renew Sustain Energy Rev,2009,,,,,,,,,"Joshi, A.S., Dincer, I., Reddy, B.V., Performance analysis of photovoltaic systems: a review. Renew Sustain Energy Rev 13:8 (2009), 1884–1897."
7,10.1016/j.istruc.2023.04.001,6,85038855752,,Energy performance and the discrepancy of multiple NetZero Energy Homes (NZEHs) in cold regions,"Li, H.X.; Chen, Y.; Gül, M.; Yu, H.; Al-Hussein, M.",,,J Clean Prod,2018,,,,,,,,,"Li, H.X., Chen, Y., Gül, M., Yu, H., Al-Hussein, M., Energy performance and the discrepancy of multiple NetZero Energy Homes (NZEHs) in cold regions. J Clean Prod 172 (2018), 106–118."
7,10.1016/j.istruc.2023.04.001,7,85152542511,,,,,,,2022,,,,,,,,Beijing Organising Committee for the 2022 Olympic and Paralympic Winter Gamws. Beijing Winter Olympics Sustainability Report (pre-competition). Available from:,"Beijing Organising Committee for the 2022 Olympic and Paralympic Winter Gamws. Beijing Winter Olympics Sustainability Report (pre-competition), (2022). Available from: https://www.beijing2022.cn/."
7,10.1016/j.istruc.2023.04.001,8,85075736534,,Embodied GHG emissions of buildings – The hidden challenge for effective climate change mitigation,"Röck, M.; Saade, M.R.M.; Balouktsi, M.; Rasmussen, F.N.; Birgisdottir, H.; Frischknecht, R.",,,Appl Energy,2020,,,,,,,,,"Röck, M., Saade, M.R.M., Balouktsi, M., Rasmussen, F.N., Birgisdottir, H., Frischknecht, R., et al. Embodied GHG emissions of buildings – The hidden challenge for effective climate change mitigation. Appl Energy, 258, 2020, 114107."
